gene	p_value
NUFIP2	0.745532345039879
TTPAL	0.745532345039879
AC007342.3	0.745532345039879
GRSF1	0.745532345039879
RNF167	0.745532345039879
LTA4H	0.745532345039879
YIPF4	0.745532345039879
SHARPIN	0.747026341099807
SPAG7	0.747068568500453
LILRA5	0.747068568500453
SPCS1	0.747068568500453
TXLNG	0.747068568500453
TBC1D4	0.747068568500453
RIN2	0.747068568500453
RUBCN	0.747068568500453
PSMB8	0.747068568500453
PLPP1	0.747068568500453
EMC7	0.747068568500453
ZNF43	0.747068568500453
RPL12P47	0.747068568500453
MRPL3	0.747068568500453
PDK2	0.747068568500453
AC093152.1	0.747068568500453
SMARCC2	0.747068568500453
SMUG1	0.747068568500453
LINC01609	0.747068568500453
PCF11	0.747068568500453
AC090004.1	0.747068568500453
LYL1	0.747068568500453
CHTOP	0.747068568500453
ADGRL1	0.747068568500453
TMEM204	0.747192933241565
ST14	0.747627675588839
IFT74	0.748062747469094
CYBA	0.748062747469094
AL513412.1	0.748286205217452
MRPL43	0.749035254844123
ARHGAP27	0.749035254844123
GMEB1	0.749035254844123
ZAP70	0.749035254844123
PWWP2A	0.749035254844123
FSCN3	0.749035254844123
ENHO	0.749035254844123
NLRC5	0.749035254844123
FMN1	0.749035254844123
SPOPL	0.749035254844123
FHL3	0.749035254844123
S100B	0.749035254844123
C4orf50	0.749035254844123
C11orf21	0.749035254844123
PIGM	0.749035254844123
GRINA	0.749867447382688
UBE2V1	0.749867447382688
MRPL54	0.750186751019475
FCN1	0.751284165220478
ZMYM4	0.751508952844912
ENSA	0.751508952844912
KPNA6	0.751508952844912
AKAP13	0.751508952844912
UCHL1	0.752993656508951
IFNGR1	0.753325325597102
SLC37A3	0.75347149369707
AKT3	0.75347149369707
RARS	0.753524795114858
ATL3	0.754023763423414
ADCY7	0.754296678313504
TMEM132B	0.754296678313504
APLP2	0.754296678313504
GRIA2	0.755255701924242
GMPS	0.75526571023656
PFDN1	0.755728599886109
DEK	0.756089658710974
STK4	0.756089658710974
MTMR3	0.756089658710974
UNC50	0.756089658710974
CASTOR3	0.756089658710974
EIF1AX	0.756089658710974
GFAP	0.756089658710974
ARL15	0.756089658710974
NBPF11	0.756873699663077
RPL17-C18orf32	0.756873699663077
LMAN2	0.757282736079147
BLVRA	0.757282736079147
ATP6V0A1	0.757282736079147
PTPRK	0.757282736079147
TNIK	0.75755499449749
EED	0.757760651003981
AC245297.3	0.757843062888546
BX284668.5	0.757843062888546
VPS50	0.758063071096118
PIK3R5	0.759281274192477
CLPTM1	0.759711464109592
TRIM24	0.759811875284873
KANSL1	0.759811875284873
SLAMF1	0.759811875284873
SF3B3	0.759811875284873
FOXJ3	0.759811875284873
ATP10A	0.759811875284873
ATP2C1	0.759811875284873
BCAS1	0.759811875284873
TPRG1L	0.759811875284873
AHRR	0.759811875284873
TOX	0.759811875284873
ATM	0.759811875284873
JUNB	0.760502346906566
TCEA2	0.760850544370841
RNF6	0.76096071060524
PPM1G	0.76096071060524
CANX	0.761077880839939
MRPL14	0.761077880839939
LEF1	0.761077880839939
KIF13B	0.761352353338417
ZNF182	0.761352353338417
ANXA3	0.761352353338417
EFR3A	0.761352353338417
CASD1	0.761352353338417
PGLS	0.761352353338417
APOL3	0.761352353338417
NIPSNAP2	0.761352353338417
KCNH8	0.761352353338417
FANCL	0.761352353338417
ANP32B	0.761352353338417
FAM118B	0.761352353338417
AC011479.1	0.761352353338417
ZFAND4	0.761352353338417
UBE2E3	0.761352353338417
DCAF1	0.761352353338417
HIST1H3H	0.761352353338417
FBXO38	0.761352353338417
HIST1H2BC	0.761352353338417
AC112491.1	0.761352353338417
TFIP11	0.761352353338417
WDPCP	0.761352353338417
STUB1	0.761581338689388
HMGN3	0.761774829253017
GSK3A	0.761774829253017
ATP5PO	0.761848543554209
MTLN	0.761848543554209
GTF2A2	0.762259622129256
VSTM1	0.762641468253737
TIMM17A	0.762641468253737
RAP2B	0.762810946570049
WDR7	0.762810946570049
LCORL	0.762810946570049
YIPF5	0.763209393929535
CPNE2	0.763209393929535
C1orf131	0.763209393929535
TFB1M	0.763209393929535
AC020907.2	0.763209393929535
FAM104B	0.763209393929535
NOP16	0.763209393929535
CTSW	0.763209393929535
GRAMD1C	0.763209393929535
PSEN1	0.763209393929535
AC005614.2	0.764290236940726
MAP7	0.764290236940726
LRMP	0.764290236940726
RHEB	0.764855650289158
RFTN1	0.764855650289158
PFKFB2	0.764855650289158
CD8A	0.764855650289158
BAG5	0.764855650289158
HMBOX1	0.764855650289158
AL132989.1	0.764855650289158
ASNSD1	0.764855650289158
DGKH	0.765692021470597
SNX16	0.765692021470597
UPF1	0.765692021470597
C19orf53	0.765692021470597
GFOD2	0.765692021470597
KAT6B	0.765692021470597
UFL1	0.765692021470597
PRXL2C	0.765692021470597
SPON2	0.765692021470597
USP40	0.765692021470597
TTL	0.765692021470597
NSG1	0.765692021470597
MIR6891	0.765692021470597
ITSN1	0.765692021470597
FAM228B	0.765692021470597
SHOC2	0.765692021470597
MOB4	0.765692021470597
CDK11A	0.765692021470597
RAB1A	0.766365247045886
HSBP1	0.766769294310903
COX6C	0.766769294310903
RNPC3	0.766769294310903
TRHDE	0.766769294310903
JAKMIP2	0.766769294310903
COMMD10	0.766769294310903
KAZN	0.766769294310903
AP000944.2	0.768549811868535
MRPS11	0.768549811868535
PDGFD	0.768860024139342
EEF2K	0.768860024139342
JAML	0.768860024139342
SHISA5	0.768860024139342
PANK2	0.768860024139342
AC025263.2	0.769160586822664
TUBGCP3	0.769160586822664
NSFL1C	0.769160586822664
MIA3	0.769160586822664
FAM207A	0.769160586822664
MANF	0.769160586822664
RNASEH2C	0.769160586822664
ACTR2	0.769160586822664
DDX60	0.769160586822664
DCTN4	0.769160586822664
ANXA6	0.769160586822664
BARD1	0.769160586822664
MRPL47	0.769160586822664
VTI1A	0.769160586822664
TXNRD2	0.769160586822664
SLC26A2	0.769160586822664
KCP	0.769160586822664
TMEM97	0.769160586822664
PDCD5	0.769160586822664
TUBD1	0.769302239363187
ATRX	0.76950770890761
PKD2	0.76950770890761
STARD3NL	0.769756617164025
AP000547.3	0.769756617164025
RPL4	0.769756617164025
CENPA	0.769756617164025
MTCO1P12	0.771243968910635
Z83844.3	0.771497649628864
TPK1	0.771497649628864
METTL26	0.771497649628864
MSN	0.772164501879652
PTAFR	0.772259901220028
ETV6	0.772259901220028
CMC1	0.772259901220028
MRPS33	0.772259901220028
CAMK4	0.772259901220028
SLC9A8	0.772259901220028
CACYBPP2	0.772259901220028
AC139720.1	0.772259901220028
TNRC6B	0.772259901220028
SOX6	0.773454064251896
GTF2B	0.773454064251896
ZMYND11	0.773454064251896
WASF2	0.773454064251896
AL590867.1	0.773454064251896
FAM111A	0.773454064251896
CAND1	0.773454064251896
RASGRP1	0.773454064251896
S1PR4	0.773454064251896
RELA	0.773454064251896
RILP	0.773454064251896
PIGH	0.773454064251896
CHSY1	0.773454064251896
KMT2A	0.773454064251896
RPS4X	0.773454064251896
UBE2E2	0.773454064251896
NR3C2	0.773454064251896
ST6GALNAC6	0.773454064251896
AL451165.2	0.773454064251896
NUDT5	0.773454064251896
COX17P1	0.773454064251896
HDAC7	0.773454064251896
ENPP4	0.773454064251896
TMPRSS9	0.773454064251896
KXD1	0.773454064251896
TIMP2	0.773454064251896
PLEKHA1	0.773454064251896
GUSB	0.773454064251896
AC090984.1	0.773454064251896
CD14	0.773454064251896
MED16	0.774325349582207
SRSF10	0.774339924266594
PACRG	0.774410062119635
KLHL24	0.774410062119635
XPO4	0.774410062119635
CLPTM1L	0.774410062119635
ATRNL1	0.774410062119635
GYG1	0.774410062119635
BEX2	0.774410062119635
PRR5L	0.774410062119635
SNX25	0.774410062119635
CTSH	0.774410062119635
SMPD3	0.774410062119635
RPL24	0.774410062119635
VPS35	0.774410062119635
AC004918.1	0.774410062119635
SYT1	0.774410062119635
YPEL5	0.774410062119635
DUSP1	0.774410062119635
CHCHD10	0.774410062119635
AP000787.1	0.774410062119635
NPL	0.774410062119635
PDIA3	0.774653564385845
ATP10D	0.774653564385845
ACOT9	0.775108788463034
HMGXB4	0.775108788463034
FYN	0.775151609412919
CCDC159	0.775151609412919
SNRK	0.776136679556325
GARS	0.776136679556325
PIAS2	0.776136679556325
CEP19	0.776721107261423
SERBP1	0.777151429459887
LRRFIP1P1	0.777151429459887
STAM2	0.777151429459887
STIM1	0.777151429459887
PLCB1	0.777151429459887
BRD2	0.7774217523075
NKIRAS1	0.777688176352161
DCPS	0.777688176352161
STOM	0.777688176352161
NUDCD1	0.778397136419975
TRAPPC2L	0.778397136419975
COTL1	0.778500180222929
SHPRH	0.778500180222929
C19orf66	0.778500180222929
GRAP	0.778500180222929
HIPK1	0.779096851697099
ARHGAP24	0.779096851697099
NFU1	0.779096851697099
SERPINB9	0.779096851697099
YIPF2	0.779096851697099
AC135457.1	0.779096851697099
CCNT1	0.779096851697099
STX12	0.779096851697099
ARHGEF3	0.779096851697099
SMAP2	0.779096851697099
NOTCH1	0.779096851697099
CLTB	0.779096851697099
FMNL3	0.779250933170382
ELL	0.779606392301619
NAXE	0.779606392301619
QARS	0.779606392301619
PACSIN2	0.779606392301619
CISD3	0.779606392301619
SYS1-DBNDD2	0.77972266604564
AC139795.1	0.77972266604564
DUSP10	0.780181491477007
GZMK	0.780181491477007
ALKBH3	0.780391609617857
SNORD102	0.780391609617857
GDAP2	0.780391609617857
SV2B	0.780391609617857
SCFD1	0.780579615502928
GFI1B	0.780718705987712
RICTOR	0.780718705987712
SP1	0.780718705987712
AC025682.1	0.780718705987712
ANKRD36	0.780718705987712
TENM1	0.780718705987712
PEMT	0.780718705987712
ACTR10	0.780718705987712
ANXA7	0.780718705987712
RIPK1	0.780718705987712
ANXA4	0.780718705987712
KLHDC2	0.780718705987712
NSMF	0.780718705987712
PCSK7	0.780718705987712
CORO1C	0.780718705987712
TERF2IP	0.780718705987712
MRPS28	0.780718705987712
PPM1K	0.780718705987712
UGGT1	0.783183145846325
ZMAT3	0.783183145846325
AC118553.2	0.783183145846325
CSTF1	0.783183145846325
SLC9B2	0.783183145846325
IER2	0.783183145846325
RNF224	0.783183145846325
KIAA1191	0.783183145846325
CREG1	0.783183145846325
FPR2	0.783183145846325
CAT	0.783183145846325
EBP	0.783183145846325
OTUD6B-AS1	0.783183145846325
RBFOX1	0.783183145846325
SMARCD2	0.783183145846325
RBP7	0.783183145846325
TTC21B	0.783183145846325
MRPL15	0.783183145846325
ST13P15	0.783183145846325
SOS2	0.783183145846325
WBP11	0.783183145846325
FXR1	0.783183145846325
GRID2	0.783326396706794
PROS1	0.784388009337685
EMSY	0.784490752465612
SMG6	0.784490752465612
INPP4A	0.784490752465612
WDR18	0.784490752465612
ESR1	0.784593377112193
AL133352.1	0.784593377112193
CEBPD	0.784593377112193
RBM41	0.784593377112193
PRR5-ARHGAP8	0.785469879967325
AL645568.1	0.785469879967325
AC005387.1	0.785469879967325
ZNF585A	0.785469879967325
ERH	0.785469879967325
MRPS14	0.785469879967325
GNPTG	0.785469879967325
WAS	0.785469879967325
SNORC	0.785469879967325
LMO3	0.786186776015861
DNAJC10	0.786186776015861
SNHG14	0.786186776015861
TEPSIN	0.786186776015861
MRPL4	0.787245972535502
EPC2	0.787245972535502
DTX3L	0.787614029676707
KCNH7	0.789093550535632
CHST11	0.789093550535632
ENO3	0.789093550535632
AL590385.2	0.790264573948198
ENAM	0.790264573948198
PITPNB	0.790264573948198
POLL	0.790264573948198
SHMT2	0.790264573948198
NSMCE4A	0.790264573948198
HIPK3	0.790264573948198
ZNF281	0.790264573948198
CSK	0.790264573948198
HPRT1	0.790264573948198
AC010642.2	0.790264573948198
THAP7	0.790264573948198
PPARD	0.790264573948198
TG	0.790264573948198
SURF2	0.790264573948198
POLK	0.790264573948198
R3HDM1	0.790264573948198
LINC00844	0.790264573948198
TTC17	0.790264573948198
CTBP1	0.790264573948198
PSIP1	0.790264573948198
GATC	0.790264573948198
RMND5A	0.790264573948198
DLG4	0.790264573948198
TUBGCP5	0.790264573948198
HIST1H2BD	0.790264573948198
ITPKB	0.790264573948198
S100Z	0.790264573948198
ZBTB6	0.790264573948198
HIF1A	0.790264573948198
RAB43	0.790264573948198
ROPN1L	0.790264573948198
SAP18	0.790264573948198
AC015849.1	0.790264573948198
TMC5	0.790264573948198
DYRK2	0.790264573948198
ARHGDIA	0.790264573948198
AC093010.3	0.790264573948198
RPN2	0.790264573948198
SRPRA	0.790264573948198
PCMTD1	0.790264573948198
SGIP1	0.790264573948198
CUEDC2	0.790264573948198
PRDM10	0.790264573948198
PDPK1	0.790531788797454
SMARCA4	0.790531788797454
NDUFA8	0.790531788797454
PAM16	0.790531788797454
ZNF121	0.790531788797454
CMTM7	0.790728946562121
TOP2B	0.791273273372846
LINC00869	0.791273273372846
ANKZF1	0.792456065513067
FGF14	0.792939516112873
PARVB	0.793232491611369
FRG1HP	0.793232491611369
CASP4	0.793232491611369
CYCS	0.793232491611369
KIF13A	0.793232491611369
HBP1	0.793232491611369
YBX1P6	0.793232491611369
ASB7	0.793232491611369
MIR1282	0.793232491611369
DGAT2	0.793232491611369
STAMBPL1	0.793232491611369
SAMD12	0.793232491611369
CTBP2	0.793232491611369
PRKCZ	0.793232491611369
RBM15	0.793232491611369
CEP295	0.793232491611369
HHEX	0.793232491611369
NUB1	0.793232491611369
AC068538.1	0.793232491611369
TULP4	0.793232491611369
EIF4EBP1	0.793232491611369
SGMS2	0.793232491611369
SNORD35A	0.793232491611369
WASF3	0.793232491611369
TIGAR	0.793232491611369
HMGN5	0.793232491611369
PCSK1N	0.793232491611369
DPYSL2	0.793401450984144
BCL7C	0.793401450984144
GZMH	0.793401450984144
ADAT1	0.793529494839313
SRGAP3	0.793529494839313
SUSD3	0.793529494839313
RNF103	0.793529494839313
HSPA14	0.793863549152217
RPL10AP6	0.793863549152217
RFX3-AS1	0.794779547246209
PAF1	0.795307271080063
RPL15P3	0.795426633569438
NPRL3	0.795426633569438
SOCS4	0.795426633569438
RGL2	0.795426633569438
MRPL17	0.795426633569438
ORC2	0.795426633569438
CIC	0.796167766513987
MAD1L1	0.796356755765181
EIF2B3	0.796356755765181
SUCLG1	0.796551401769929
CD47	0.796551401769929
PHC2	0.796551401769929
SECISBP2	0.796551401769929
WWP1	0.796811235483195
EIF4G2	0.796811235483195
RTN4	0.796811235483195
SETD4	0.796811235483195
AC005702.1	0.796811235483195
SLF1	0.796811235483195
FAM13A	0.797067485405444
AC108010.1	0.798322778633838
TMEM38B	0.799250678893288
MED8	0.799250678893288
CEBPB-AS1	0.799250678893288
AC116366.3	0.799250678893288
ADD3	0.799250678893288
NPAT	0.799250678893288
UNC119	0.799976606885074
SYAP1	0.799976606885074
LMTK2	0.799976606885074
PIK3CB	0.799976606885074
CNTN1	0.799976606885074
MCL1	0.799976606885074
ATP5F1EP2	0.800907880034935
SRF	0.80093156965609
ORMDL1	0.80093156965609
C12orf45	0.80093156965609
SIGLEC10	0.80093156965609
RRAGC	0.80093156965609
TBC1D8	0.80093156965609
RHOH	0.80093156965609
TRABD	0.80093156965609
AC002558.3	0.80093156965609
EMC10	0.80093156965609
TRGC2	0.80093156965609
VPS13A	0.80093156965609
SOCS5	0.80093156965609
PARP9	0.80093156965609
MAP1S	0.80093156965609
SMAD5	0.80093156965609
TMEM243	0.80093156965609
DNAJA3	0.80093156965609
AL928654.3	0.80093156965609
RF00134	0.80093156965609
PSMB1	0.80093156965609
PPP1R12A	0.80093156965609
EXOSC5	0.80093156965609
PCSK5	0.80093156965609
YBX1P1	0.80093156965609
PAX5	0.80093156965609
EXT2	0.80093156965609
RNF130	0.80093156965609
LONP2	0.80093156965609
COMT	0.80093156965609
ATP2B2	0.80093156965609
MED25	0.80093156965609
ADA2	0.80093156965609
SEM1	0.80093156965609
KDELR1	0.80093156965609
MYLK	0.80093156965609
ADAM28	0.80093156965609
ARL11	0.80093156965609
MTRNR2L8	0.80093156965609
CCNK	0.80093156965609
RPL26L1	0.80093156965609
POLD4	0.80093156965609
RNF41	0.80093156965609
DCTPP1	0.80093156965609
BRD3	0.801277042873965
JAGN1	0.801277042873965
SP3	0.802064998664311
AC115223.1	0.802064998664311
RXRA	0.802064998664311
MAP3K12	0.802522736646085
LINC00926	0.802752864102223
NUP107	0.802752864102223
AC005697.1	0.802829010038253
STXBP4	0.802829010038253
ZNF407	0.804189081121023
TUBA1B	0.804189081121023
SUPT6H	0.804189081121023
NOP58	0.804189081121023
CHUK	0.804189081121023
VPS37A	0.804189081121023
IRF2BPL	0.804189081121023
UBAP2L	0.804189081121023
MALSU1	0.804189081121023
VPS4A	0.804189081121023
KIDINS220	0.804189081121023
MESD	0.804189081121023
DNM2	0.804189081121023
FANCM	0.804189081121023
RRP36	0.804189081121023
TCF20	0.804189081121023
TANC2	0.804189081121023
UBE2D2	0.805190138562823
PSMC5	0.805190138562823
NDUFS5	0.805190138562823
RBM10	0.805190138562823
NELL2	0.805309693613078
HOOK1	0.805606551280516
ADNP	0.805648997450039
ZC3HC1	0.807635323801166
NPTN	0.807663703081682
NUP50	0.807663703081682
SMIM8	0.808017838827774
AP001636.3	0.808017838827774
TMBIM6	0.808017838827774
OR52A4P	0.808017838827774
NDUFB4	0.808589968573997
PSMG2	0.80869721184131
IRAK1BP1	0.80869721184131
CYB5R1	0.80869721184131
DDOST	0.80869721184131
TMEM91	0.80869721184131
LSM2	0.80869721184131
MAIP1	0.80869721184131
SGTB	0.80869721184131
NDUFB9	0.80869721184131
AC099811.2	0.80869721184131
ZNF273	0.808707473668545
CATSPERB	0.808735278182724
AC005670.2	0.808735278182724
ANGEL2	0.808735278182724
KIF27	0.808915551085266
TUBA1A	0.808915551085266
AOAH	0.808915551085266
UTP3	0.808915551085266
STMN3	0.808915551085266
TESK2	0.808915551085266
CASS4	0.808915551085266
PHYHIPL	0.808915551085266
HNRNPL	0.80902191240465
RPS3AP26	0.80902191240465
SPG7	0.80902191240465
NEFM	0.809146266571451
IGHD	0.809146266571451
AP001458.2	0.809146266571451
AC011498.2	0.809146266571451
URI1	0.809146266571451
LINC01588	0.809146266571451
BIRC3	0.809146266571451
STAG3L4	0.809146266571451
BLK	0.809146266571451
LRRC8A	0.809146266571451
SPAST	0.810029960986362
FRY	0.810029960986362
HS2ST1	0.810142495505103
ZFP36	0.810383535022586
AC008764.4	0.810490869262533
HSDL2	0.810490869262533
HUWE1	0.810490869262533
ZMIZ2	0.810490869262533
TCP11L1	0.810490869262533
RNF10	0.810875014402696
CSMD2	0.811098117511066
PUS3	0.8123488526333
LBH	0.8123488526333
ECPAS	0.8123488526333
ITK	0.8123488526333
SLC24A4	0.8123488526333
RTL8C	0.8123488526333
BASP1	0.8123488526333
TM2D3	0.8123488526333
CRELD2	0.8123488526333
PSMD4	0.8123488526333
AREL1	0.8123488526333
ORAI3	0.8123488526333
SEC24D	0.8123488526333
CD6	0.8123488526333
CLIP1	0.8123488526333
SLC2A4RG	0.8123488526333
ERCC4	0.8123488526333
GANAB	0.8123488526333
PPFIA2	0.8123488526333
SGPL1	0.8123488526333
CIAO2A	0.8123488526333
NEBL	0.8123488526333
DDIT3	0.8123488526333
AC012254.2	0.8123488526333
TRAPPC3	0.8123488526333
TXN2	0.8123488526333
NUS1	0.8123488526333
RNU6-1003P	0.8123488526333
AC010636.2	0.8123488526333
AC093155.3	0.8123488526333
MMP26	0.8123488526333
CLEC4A	0.8123488526333
RAN	0.8123488526333
USP16	0.8123488526333
CALCOCO2	0.8123488526333
PLEKHM2	0.8123488526333
NFIA	0.8123488526333
SEC24B	0.8123488526333
MBD5	0.8123488526333
SARS	0.8123488526333
ARPC4-TTLL3	0.8123488526333
RALGAPB	0.8123488526333
ARFIP1	0.812632383916479
PAGE2B	0.812632383916479
COMMD3-BMI1	0.812632383916479
ANTXR2	0.812886930849775
ATG4B	0.81422442391157
TAP1	0.81422442391157
MANBA	0.81422442391157
PDK1	0.81422442391157
ZNF141	0.816560361053189
IDH3G	0.816560361053189
TMEM8A	0.816560361053189
HIST1H1E	0.816560361053189
AP001107.2	0.816560361053189
DAPK2	0.816560361053189
MPP7	0.816560361053189
CASP8AP2	0.816560361053189
C1orf174	0.816560361053189
ST20	0.816560361053189
MRPS21	0.816560361053189
YIF1B	0.816560361053189
GIMAP1-GIMAP5	0.816560361053189
HIP1	0.816560361053189
PGM2	0.816560361053189
DGKG	0.816560361053189
CD28	0.816799644454675
SRP54-AS1	0.817184760142698
TMED10	0.817480425822393
KDM1B	0.817480425822393
ASNS	0.817480425822393
ALDH9A1	0.817480425822393
AHNAK	0.817480425822393
SFXN5	0.817480425822393
FBXO22	0.817480425822393
PTPRM	0.817480425822393
PMVK	0.817480425822393
PEX16	0.817480425822393
LSM6	0.817480425822393
KLRF1	0.817480425822393
NFIX	0.817480425822393
CD46	0.817480425822393
P2RX4	0.817480425822393
SDF2	0.817480425822393
DYSF	0.817480425822393
GRIK4	0.817480425822393
MPHOSPH8	0.817480425822393
MEIOC	0.817480425822393
SNAP91	0.817480425822393
FBXW4	0.817662890469305
SF3B5	0.817861897535736
ANKRD17	0.818461539650138
APTX	0.818461539650138
PID1	0.818461539650138
PTPN22	0.818502065738746
AC104986.2	0.818920021486757
CAMTA1	0.818973246914575
ZNF189	0.818973246914575
C2CD3	0.818973246914575
AL512356.1	0.819211154332376
NME1-NME2	0.819394146992777
CCDC152	0.819394146992777
ELF2	0.819394146992777
BANF1	0.819394146992777
RPL22L1	0.819394146992777
CDYL2	0.819394146992777
AC020915.3	0.819394146992777
HEATR5A	0.819394146992777
UBE2A	0.820053890278455
ZNF224	0.820053890278455
SRR	0.820065810657804
GPR171	0.820065810657804
AQP4	0.82080443076373
ZNF200	0.82080443076373
HSPBP1	0.82080443076373
ATP11B	0.82080443076373
DDX18	0.82080443076373
GRAMD4	0.821180653248418
AL022318.4	0.821180653248418
BIRC6	0.821180653248418
ENC1	0.821218069922654
SMIM29	0.821966080404484
ICOS	0.821966080404484
PSMB2	0.821966080404484
ARID1A	0.821966080404484
SPAG9	0.821966080404484
DOP1A	0.821966080404484
NCF1B	0.821976476925559
SNORA64	0.821976476925559
DNAJB6	0.821976476925559
CCDC50	0.821976476925559
DBT	0.821976476925559
ARIH1	0.821976476925559
MS4A1	0.821976476925559
AL135905.2	0.821976476925559
SAMSN1	0.821976476925559
FAM209A	0.822185042266404
EFCAB14	0.822647034095827
AC097634.4	0.823534275718084
MOB1B	0.823702932699723
MYLK-AS1	0.823702932699723
RFK	0.823702932699723
PDHB	0.823702932699723
PSMD6	0.823702932699723
FAM169A	0.823702932699723
TYW1	0.823702932699723
USF1	0.823702932699723
DCXR	0.823702932699723
MPC2	0.823702932699723
DMTF1	0.823702932699723
AC011825.3	0.823702932699723
SNRPA	0.823702932699723
FAM32A	0.823702932699723
MAP3K14	0.823702932699723
AC016747.4	0.823702932699723
CALHM6	0.823702932699723
CYHR1	0.823702932699723
MRPS5	0.823702932699723
IGHG4	0.823702932699723
FOXN3	0.823702932699723
CCDC146	0.823702932699723
BRWD1	0.823702932699723
MME-AS1	0.823702932699723
MARF1	0.823702932699723
JADE1	0.823702932699723
CCDC174	0.823702932699723
AC040977.2	0.823702932699723
ENTPD5	0.823702932699723
BSCL2	0.823702932699723
PXN-AS1	0.823702932699723
DDX39A	0.823702932699723
ZFAND5	0.823702932699723
PDCL	0.823702932699723
NELFCD	0.823702932699723
TMEM50A	0.823702932699723
TNIP1	0.823702932699723
GNG2	0.824912525657825
TPM4	0.824912525657825
FAM162A	0.824912525657825
CBX6	0.824912525657825
ARHGAP25	0.824912525657825
AC012358.3	0.824912525657825
CEP83	0.824912525657825
COASY	0.824912525657825
PHPT1	0.825063374902265
CDC37L1	0.825063374902265
CISD1	0.82542637348013
ZNF91	0.82542637348013
ZNF410	0.825674218758591
PLEKHM1	0.825674218758591
BRCC3	0.825674218758591
UNC45A	0.825674218758591
RPL18	0.826061427589981
AFF3	0.826061427589981
AC015813.2	0.826328576187912
PRPF18	0.826438723310733
TUBA1C	0.826438723310733
PIGF	0.826438723310733
ASXL2	0.8268244625125
RPSA	0.8268244625125
OSTC	0.8268244625125
AC004656.1	0.8268244625125
EIF4H	0.827478172529487
TGS1	0.827957767222305
JAK1	0.828373795179481
MTA3	0.828668849129681
RLIM	0.828668849129681
IRAK1	0.828668849129681
TMEM127	0.828668849129681
LINC01505	0.828668849129681
E4F1	0.828668849129681
DHX32	0.828668849129681
RFX2	0.828668849129681
ARID5B	0.828668849129681
CD9	0.828668849129681
AC011498.4	0.828668849129681
PLD3	0.828668849129681
TRIP4	0.828668849129681
GART	0.828668849129681
FBXO9	0.828668849129681
PLXDC2	0.828668849129681
PRAF2	0.828668849129681
PACRGL	0.828668849129681
CYB5R3	0.828668849129681
PFDN6	0.828668849129681
RPL14	0.828668849129681
ODF3B	0.828668849129681
MICB	0.828668849129681
DNAJC7	0.828668849129681
RAB1B	0.828668849129681
CNEP1R1	0.828668849129681
KIF2A	0.828668849129681
CYTH4	0.828668849129681
AC134772.1	0.828668849129681
ING1	0.828668849129681
SASH3	0.828668849129681
DUSP16	0.828668849129681
FH	0.82898348488402
CREB5	0.82898348488402
UTY	0.82898348488402
JPT1	0.82898348488402
NDFIP2	0.82898348488402
ZNF25	0.82962214350739
FOPNL	0.82962214350739
RWDD2B	0.82962214350739
SLC4A1AP	0.82962214350739
LIN7C	0.82962214350739
TAF1	0.82962214350739
PRPF39	0.82962214350739
MAP2K6	0.830007861539889
PCIF1	0.830007861539889
FAM206A	0.830020026838552
CCNL2	0.830020026838552
SYNJ2BP	0.830020026838552
HOMEZ	0.830020026838552
SNIP1	0.830020026838552
ATP6V0E2	0.830335850572117
ANKRD11	0.830335850572117
NSUN3	0.8311320487201
BTG2	0.832001540366696
OPCML	0.832001540366696
C14orf119	0.832482739527827
AAMP	0.832482739527827
CMC2	0.832482739527827
TRPC4AP	0.832482739527827
CCDC88B	0.832482739527827
TRPM3	0.832482739527827
EPB41L4A	0.833806712783079
SLC25A40	0.834965807247012
ZNF398	0.835378794163194
RNF44	0.835673908616833
TMEM101	0.835673908616833
ACRBP	0.835673908616833
ZDHHC18	0.835673908616833
DGKZ	0.837226545706608
NHS	0.83740844933992
COBLL1	0.837936246099586
FCRL3	0.838286031563349
GPR160	0.838859533792554
KCMF1	0.838859533792554
CEP162	0.838859533792554
SMIM4	0.838869217768438
UBE2D3	0.838905570763536
AIMP1	0.838905570763536
THUMPD1	0.838905570763536
COPA	0.838905570763536
MLH1	0.838905570763536
USP28	0.838905570763536
CD68	0.838905570763536
CBR4	0.838905570763536
AL049844.1	0.838905570763536
PRKACA	0.838905570763536
AC092652.3	0.839331979300362
CDC42BPA	0.839331979300362
CCNL1	0.839331979300362
ADAM23	0.839691993846801
AAR2	0.84008887152265
IDH3A	0.84008887152265
CNTNAP2	0.840112329346825
CLU	0.840685249382429
ZMAT5	0.840685249382429
IL15	0.841115938497797
PAXIP1	0.841589872094569
IAH1	0.842033642411873
PSMA4	0.842033642411873
MAP3K3	0.842033642411873
DLGAP4	0.842033642411873
MCFD2	0.842033642411873
TRIM56	0.842033642411873
GSEC	0.842033642411873
FBH1	0.842033642411873
KIF1A	0.842033642411873
AC046185.3	0.842033642411873
CETN2	0.842033642411873
CHN1	0.842033642411873
C1orf74	0.842033642411873
CNOT10	0.842033642411873
CD8B	0.842033642411873
IGHA2	0.842033642411873
RPL6	0.842033642411873
AC020663.4	0.842033642411873
ADGRE1	0.842033642411873
NABP1	0.842033642411873
EBF1	0.842033642411873
ST6GALNAC3	0.842033642411873
CAMP	0.842033642411873
MDS2	0.842033642411873
WNK1	0.842033642411873
ATF6	0.842033642411873
AL109811.4	0.842033642411873
CHL1	0.842033642411873
TNK2	0.842033642411873
