logFC	logCPM	F	PValue	FDR
TNPO3	-0.59601368438285	4.92192922764605	3.65541987064711	0.0558888621540553	0.579227738216012
TUBB1	0.332699144644138	6.40645225963282	3.65303803954321	0.055968831014121	0.579452303593072
AP3B1	-0.351314250787711	6.13577811275775	3.64951371034766	0.0560873814788142	0.580075426137288
RPS6KA3	-0.312655888024092	6.53143822924827	3.64753313693808	0.0561541203874819	0.580161956893122
PIN1	0.349476910092498	6.3157756413744	3.64503338066783	0.0562384743807904	0.580430110976818
ATP2B1	-0.253465133168946	7.27617409282376	3.63743177289385	0.0564958169112302	0.580853032306843
THY1	0.806067431388457	4.48102369794565	3.63715863490367	0.0565050868670857	0.580853032306843
ANKRD36C	-0.607846694291375	4.91579395943171	3.6370628260886	0.0565083388787574	0.580853032306843
RETREG1	-0.522470625839073	5.21425887616665	3.63691906601551	0.0565132188591123	0.580853032306843
PKN1	0.597824364546077	5.01559128745007	3.6326351431781	0.0566588433820097	0.581748186336564
AC120057.2	0.631099747569698	4.94114948393662	3.62755802480269	0.0568319470905022	0.582721053606869
AC119396.1	-0.64864703387055	4.76839884743767	3.62641913536301	0.0568708544117781	0.582721053606869
ARFGEF2	-0.603254630630406	4.86243203886762	3.62050585785736	0.05707332184278	0.584193353033358
RPL7	0.197258377450126	8.76165270289646	3.61179256102461	0.0573730561812505	0.585888929640496
SH3D19	0.442861188900611	5.73752958114701	3.6080805564434	0.0575012551161992	0.585888929640496
BRIP1	-0.920163969466161	4.15764088236254	3.60788744520045	0.0575079327843187	0.585888929640496
GLE1	-0.747159617197581	4.51727478126089	3.60624052129241	0.0575649158724848	0.585888929640496
PGM3	0.945579430005432	4.14328007513128	3.60601198675119	0.057572827837477	0.585888929640496
AL163541.1	-0.519745800337977	5.20679465334101	3.60412441457464	0.0576382205833111	0.585888929640496
OXCT1	-0.651554969192518	4.72994699059016	3.60373814532257	0.0576516121529737	0.585888929640496
ARL8A	0.653381761483115	4.82517859061779	3.6007654061054	0.0577547846973993	0.586337901029062
HCK	0.249210573488434	7.50777222509365	3.59278153617382	0.0580328464745361	0.58734327600994
PSMF1	0.266287314850295	7.2506105859708	3.58931489889754	0.0581540248017349	0.58734327600994
CNOT7	0.406869532255747	5.86205238956188	3.58931369249381	0.0581540670190401	0.58734327600994
TRABD2A	0.257164770666793	7.33960493002254	3.588742408799	0.0581740623751464	0.58734327600994
TBL1X	-0.305763753426743	6.60997890779329	3.58872247159704	0.0581747603239962	0.58734327600994
AC018512.1	0.231064979416533	7.80904789983118	3.58592231763229	0.0582728747530409	0.58734327600994
LFNG	0.573509804557218	5.03740794672905	3.58443487212126	0.0583250647544818	0.58734327600994
CLIP2	1.0646774174444	4.15615504119792	3.58404252836824	0.0583388391958927	0.58734327600994
OR51B6	0.559458846698758	5.12041266808424	3.58270941073886	0.0583856682460831	0.58734327600994
MAF1	0.439851598076337	5.69486612579015	3.57898588532571	0.0585166779827372	0.587616886382152
ASCC3	-0.429865029272277	5.64237798868128	3.5776904349675	0.0585623307470428	0.587616886382152
SNX24	-1.07482464301169	4.00011454163763	3.57689917974373	0.0585902338670603	0.587616886382152
SLC38A2	0.434663765979845	5.72736876043476	3.57417430614595	0.0586864329847984	0.587746785717794
DCAKD	-0.935721851175415	4.27610709164831	3.57318342550138	0.0587214567076939	0.587746785717794
DOCK2	-0.241727103229253	7.43939586889126	3.56936586827443	0.0588566001033811	0.58850678916248
NPM1	0.298532316448148	6.74976042628234	3.56543636162456	0.0589960518868308	0.589308301209258
ZNRF2	-0.738763311506828	4.51024833281567	3.56005720103497	0.0591875192769921	0.589582236601094
MORC3	-0.37113646121507	6.06839212930507	3.55995223175053	0.0591912621485413	0.589582236601094
MRPL53	0.37718678309934	6.09469922865101	3.5580873832192	0.0592577986908522	0.589582236601094
CD37	0.306552809015607	6.76876590324728	3.55683082286438	0.0593026767580983	0.589582236601094
VPS28	0.382831602141908	6.01946192677842	3.5563439224496	0.0593200761244686	0.589582236601094
LINC01765	1.18191477463411	3.95904616470271	3.55314318231224	0.0594345896441851	0.590114975658859
WBP1L	0.600377000537599	5.0218495623974	3.55152914940756	0.0594924243495499	0.590114975658859
MDM1	-0.977182760309788	4.05557706198857	3.54120784033812	0.0598636796944445	0.590823111944748
OGDH	0.59859049351991	4.95931509524951	3.5396515083486	0.0599198740699108	0.590823111944748
PPP1R35	0.558660696048828	5.09255898442831	3.53919806840313	0.0599362569483828	0.590823111944748
UBE2L6	0.33779550728405	6.42244582300136	3.5380349281869	0.0599783032329139	0.590823111944748
RFX7	-0.515107277155516	5.19278789628021	3.53660720496294	0.0600299568080693	0.590823111944748
FECH	0.538983755673449	5.18169079213718	3.53461789167754	0.0601020070530789	0.590823111944748
JARID2	-0.341911946213816	6.17854991630489	3.53388616066454	0.060128532500464	0.590823111944748
ANXA2R	0.915658046586435	4.33360527480077	3.53175960115307	0.0602056915704665	0.590823111944748
FO393400.1	0.664300353588699	4.73649020602218	3.53112761871999	0.0602286424171023	0.590823111944748
TOPBP1	-0.694849163395177	4.74126724143561	3.53046659795327	0.0602526577686701	0.590823111944748
MME	-0.293294009607725	6.7590920255493	3.52935917819744	0.0602929139437866	0.590823111944748
SGMS1	-0.408173636142041	5.75395355274519	3.52882440115149	0.0603123640422966	0.590823111944748
SLFN12L	-0.442532196932505	5.50684029101116	3.52720429926584	0.0603713286833205	0.590823111944748
CLINT1	-0.386240361348253	5.89212494216099	3.5265257251588	0.0603960440422441	0.590823111944748
MRFAP1	0.409222155386376	5.82666625431064	3.52489190471075	0.0604555960272851	0.590824158225355
CD164	0.329210626571589	6.51566461882952	3.52278759470425	0.0605323892071874	0.590993532740899
C12orf57	0.458796032483388	5.56568423061018	3.51731059131524	0.0607327501112668	0.592367814873288
MRPL33	0.400475528644676	5.91207008080897	3.51312343941551	0.0608864013735498	0.593284258089913
COX19	-0.672960407030518	4.73270484930175	3.50873146378045	0.0610480135013091	0.594276401752704
ATP6V1B2	0.290824153261941	6.79384069771901	3.50706772754035	0.0611093534202772	0.59429145170659
SH3BP5-AS1	1.05086661931358	4.05562806554133	3.50000683199524	0.0613704110258858	0.595608399329211
ADPGK	0.605837467353004	4.9133018094141	3.49776477870722	0.0614535530612661	0.595608399329211
CARD6	0.972520413241538	4.16885535874868	3.49631731727873	0.0615072929538573	0.595608399329211
FBXL4	-0.623604007623301	4.82256720822432	3.4957105898164	0.061529833801665	0.595608399329211
FERMT3	0.392869107631246	5.92001802633302	3.49533025185099	0.0615444034722909	0.595608399329211
CDK19	-0.385775660164064	5.83879696101899	3.49286118839046	0.0616358111124455	0.595912769111475
RPAP3	0.507321488862512	5.30552168440123	3.48973017145953	0.0617524866726427	0.596344845342484
BAZ2B	-0.254196093330746	7.19705709237715	3.48844349420431	0.0618005021332889	0.596344845342484
PGP	0.736818988051146	4.67863577031007	3.48527676026795	0.061918845865663	0.59690728327723
SLC1A5	0.875602155773503	4.30716353155192	3.47934254305132	0.0621412633940934	0.598102782368572
CCDC85C	1.04108992474943	4.13691656159585	3.47875814235395	0.0621632130180838	0.598102782368572
GLG1	0.384498678158054	5.87817296707811	3.47554631259372	0.0622839942981619	0.598685318500417
LSM8	0.737852240015489	4.6339086676236	3.47341235345731	0.0623643803224271	0.598878817415075
NDUFB6	0.360511960689233	6.14811336078192	3.46887740732181	0.0625355785516203	0.599943161413662
TTC7B	1.01908516558813	4.17080007289956	3.46605405815197	0.0626424153361827	0.600388588260675
RXYLT1	0.967297356620295	4.178633024838	3.46258051243247	0.0627741227418074	0.600822265921766
MLKL	0.745446311396316	4.57039517022535	3.46167342289102	0.062808565679919	0.600822265921766
Sep-01	0.43203014000011	5.71685301012956	3.45881330593852	0.0629172986048487	0.601283683493838
SDCBP	0.219936459107146	7.91356408422766	3.45690697602367	0.0629898828587333	0.601399083316955
B9D2	0.824593084660932	4.37181898736413	3.45520683664461	0.063054691617706	0.601440095958138
SNORA52	0.507708484321572	5.32767741704105	3.4527908001624	0.0631469124297492	0.601742246058751
UNC93B1	0.736273702225707	4.69289046296743	3.45058556608736	0.0632312123561517	0.601968409586008
SELPLG	0.29960347965353	6.73771260430764	3.44651957485621	0.063386958487191	0.602873665458556
SON	0.215725461654989	7.98576788968379	3.43580194704691	0.0637994560126046	0.605151478210432
ADA	-0.786975131798669	4.42125199430495	3.43459008283594	0.0638462777605663	0.605151478210432
TAS2R14	-0.336886677669012	6.20231161318647	3.43373153136134	0.0638794710453705	0.605151478210432
MAP7D1	0.53935157781128	5.2016051185177	3.43149693105964	0.0639659513928937	0.605151478210432
ARRB1	0.516461229895037	5.32589288657042	3.4313646098936	0.0639710762140126	0.605151478210432
USP38	0.779666487145978	4.45489426987521	3.43014450752511	0.0640183516241817	0.605151478210432
PCBP1	0.240479533939116	7.5312335330997	3.42788543160613	0.0641059826240083	0.605151478210432
KY	0.560907493922507	5.20772046804186	3.42769067695	0.0641135432695025	0.605151478210432
ACTB	0.161175726608689	10.8885048371582	3.42050459577665	0.0643931829751626	0.606948692297495
CASP5	0.996341232206651	4.0864915843803	3.41942237863981	0.0644354090530975	0.606948692297495
SNX4	0.79823292988093	4.48763711366252	3.41513985371868	0.064602795088171	0.606948692297495
MYBL1	-0.646218505800598	4.71006528276964	3.41060498153758	0.0647805501764681	0.606948692297495
SSBP1	0.383740272544383	5.95652491750677	3.41026789638065	0.0647937838511516	0.606948692297495
POMP	0.297653589572451	6.7200340571605	3.40973272761514	0.0648148000446209	0.606948692297495
TPT1	0.163221491595996	10.3215839770939	3.40776586127108	0.0648921018270425	0.606948692297495
GOT2	0.893544090666578	4.2347435517992	3.40752932209877	0.0649014049148718	0.606948692297495
AC002116.1	0.888919246165049	4.44492788615768	3.40739153323016	0.0649068248083458	0.606948692297495
PDK3	-0.545489510784822	5.05166434312459	3.40504111838973	0.0649993522660667	0.606948692297495
SFI1	-0.747488384217201	4.52132662557368	3.40383109393103	0.0650470414957374	0.606948692297495
HCST	0.352396701945987	6.15500938333474	3.40161706435964	0.0651343970628052	0.606948692297495
EFHC2	0.961814247422403	4.2260461619605	3.40057293560497	0.0651756370882745	0.606948692297495
PRKCB	-0.206701867405092	8.06728935449193	3.39936282923197	0.0652234676125144	0.606948692297495
PCGF5	0.274420261415644	6.9699476616544	3.39695618971751	0.0653187035532726	0.606948692297495
NUBP2	0.685990549418998	4.7113906272261	3.39695130182175	0.06531889712887	0.606948692297495
CIRBP	0.345946701368906	6.22040903324421	3.39594356795199	0.0653588195477212	0.606948692297495
ITGB8	1.05296360718585	4.11192767788456	3.39482497551568	0.0654031642469682	0.606948692297495
AKIRIN1	-0.398234437859057	5.84859375391949	3.39300667018029	0.0654753164279829	0.607051464531457
SNN	0.408968104340608	5.77294061779892	3.38984058128335	0.0656011528872071	0.607333745815851
SNRPD3	0.373227776334927	5.97440494261016	3.38909435177639	0.0656308494221105	0.607333745815851
DOCK3	0.789987642479637	4.49890993137317	3.38675457295889	0.0657240550497462	0.607333745815851
ELF4	0.87426870200581	4.2860350170002	3.38609920301067	0.0657501871916546	0.607333745815851
TNRC6C-AS1	1.00230105997787	4.05516708771204	3.38373175362176	0.0658446790440127	0.607491763904082
LINC02425	0.198650447397724	8.36582987895265	3.38228401393078	0.0659025340233843	0.607491763904082
DYNLT1	0.318144835686168	6.53397848106328	3.37862677937904	0.0660489273662247	0.607491763904082
NUP54	0.718458703809838	4.60973821429384	3.37744634283214	0.0660962524866783	0.607491763904082
GCC2	-0.324282867797264	6.30117793056729	3.37644402118094	0.0661364651968083	0.607491763904082
TMEM273	0.80178107257565	4.43173353183171	3.37561213600187	0.0661698599116862	0.607491763904082
CCDC117	0.684123536527049	4.72448348647703	3.37403344500437	0.0662332834927578	0.607491763904082
SMARCE1	0.401143628339894	5.80307344215816	3.37346166977695	0.0662562704569901	0.607491763904082
SKP1	0.220113625659822	7.9422128289429	3.36538799756277	0.066581765966965	0.609913522530567
TUBB2A	0.66774230501947	4.69127966145474	3.36264353611144	0.0666927994492772	0.610368078937722
TDP2	0.376430537319322	5.89205616875722	3.34873885277235	0.0672583939032901	0.614398761700163
ITCH	-0.352427046823755	6.02393442897463	3.34753715565053	0.0673075148685907	0.614398761700163
NBDY	0.648104943449768	4.87886713895614	3.3472644104156	0.0673186690302322	0.614398761700163
LRRC75A	0.278249730835339	7.20033208512238	3.33869151571595	0.0676707180960056	0.617045199225871
MTERF4	-0.587464534967735	4.82607858233867	3.32717826799053	0.068145566125012	0.619738585367655
PARN	-0.602507916431446	4.80762237511878	3.32699813646681	0.0681530306459383	0.619738585367655
PIK3IP1-AS1	1.09855557701573	3.95684181728224	3.32699497489882	0.0681531616668525	0.619738585367655
FAM89B	0.46400725241177	5.52824990044239	3.32489798098565	0.0682401241378967	0.61977735327737
FAU	0.197778649248688	8.49107195155608	3.32388581347993	0.0682821412454694	0.61977735327737
PTPRG	-0.752016760801875	4.46192488587155	3.31920331303854	0.0684768816704833	0.620202702397099
NFAT5	-0.366285433496102	5.9407374453692	3.31888351058208	0.0684902035831529	0.620202702397099
ING2	0.783002020035949	4.51362234041108	3.31797772108016	0.0685279508261344	0.620202702397099
MRPL35	0.774807915995231	4.5360501326659	3.31676301708003	0.0685786064930488	0.620202702397099
TRAPPC3L	0.865569734573946	4.27161055078196	3.31307397125997	0.0687326930289518	0.620848979786932
CUX2	-1.00453921111014	3.99775793654575	3.3106551656975	0.0688339243302959	0.620848979786932
SSBP3	0.485951679430646	5.36137713963284	3.30375677562433	0.0691235114316854	0.620848979786932
RWDD3	-0.646696026666842	4.78253091091912	3.30246211498523	0.0691780050563433	0.620848979786932
FARSA	-0.954008094032634	4.173968110985	3.3001557882424	0.0692751946980586	0.620848979786932
XIST	0.319412261826147	6.37093855741555	3.29739757160582	0.0693916191049516	0.620848979786932
KLF13	0.48372105534554	5.40119743763482	3.29719692960796	0.0694000963765339	0.620848979786932
EEF1B2	0.263224331349599	7.11648506436131	3.29651046942866	0.0694291082071503	0.620848979786932
CBLB	-0.352441926723756	5.9631348190265	3.29566259430864	0.0694649598283185	0.620848979786932
ACP1	0.412360142138303	5.74468056896535	3.29152300544064	0.0696402833181495	0.620848979786932
MRPS36	0.538127915993449	5.2744032265948	3.29024647079187	0.0696944437386648	0.620848979786932
RHBDF2	0.901644738033274	4.26013266259054	3.28678227031176	0.0698416491250483	0.620848979786932
OR52E2	0.586179411482113	5.02320930803068	3.28577008555202	0.0698847230292033	0.620848979786932
MXI1	0.274256641178368	6.88665487952336	3.28566772200426	0.0698890807319185	0.620848979786932
CBX1	0.574475081627961	4.91825835220118	3.28504862763378	0.0699154423035877	0.620848979786932
CFLAR	-0.238052918006161	7.33501640928672	3.28419775949942	0.0699516903735761	0.620848979786932
WRNIP1	0.816039366649789	4.35752918952453	3.28328455343237	0.0699906165069343	0.620848979786932
CEBPG	0.931895316675691	4.12924021093692	3.28324346861667	0.0699923683249096	0.620848979786932
FAM177B	1.02287877973349	4.10524364713047	3.28323030809697	0.0699929294870437	0.620848979786932
RPL6P27	0.427632726605357	5.66697972377943	3.28304802213313	0.0700007026224154	0.620848979786932
RUBCNL	-0.490104127252875	5.22109596274039	3.2821437704683	0.070039275872095	0.620848979786932
PSMC2	0.773076700972337	4.49472635570569	3.28184976645622	0.0700518222942338	0.620848979786932
ITPR2	-0.328882080827409	6.22120084700027	3.28035727264931	0.070115550584438	0.620848979786932
PITPNC1	-0.312300756251128	6.35482131384605	3.27885137603902	0.0701799140867027	0.620848979786932
NDFIP1	0.330972304729691	6.24211869452543	3.2777034374443	0.0702290206078618	0.620848979786932
ABHD5	0.350841891680539	6.0433340177633	3.27664846336438	0.0702741827407485	0.620848979786932
UTRN	-0.232808214935748	7.42245579445926	3.27318412632048	0.0704227056112326	0.620871820386204
FCMR	0.442772152425504	5.48869659600432	3.27277983182821	0.070440060396342	0.620871820386204
LSM4	0.573432634214357	4.96092477349978	3.27195437509989	0.070475508258354	0.620871820386204
LAX1	-0.994934241336884	4.05001563551161	3.26779767066928	0.0706543015871951	0.620871820386204
ECHS1	0.607124576282202	4.92511129189305	3.26747122828276	0.0706683634940873	0.620871820386204
BLVRB	0.223029394555549	7.8136686543424	3.26638706386004	0.0707150867245463	0.620871820386204
MRPS18C	0.405393218119971	5.73713261693147	3.26414237915507	0.0708119290413952	0.620871820386204
SPPL3	-0.480893744565943	5.2631419857978	3.26217988927008	0.0708967130527492	0.620871820386204
CLK4	-0.627445741433205	4.72325251552749	3.26037086144876	0.0709749634912779	0.620871820386204
EIF3E	0.340581328569416	6.17769573723071	3.26006846107573	0.0709880530008814	0.620871820386204
LINC02289	0.836298717431562	4.37960608459594	3.25876280506921	0.0710445984929024	0.620871820386204
AC008537.4	0.994217281440309	4.0793217090802	3.25842120518646	0.0710594005010857	0.620871820386204
DRAM1	0.827009061484773	4.3787252987477	3.25774167865175	0.0710888551765269	0.620871820386204
GALK2	-0.630082340503739	4.76951857714995	3.25192590931786	0.0713414805965948	0.622531146312165
SNHG8	0.33071208411715	6.34145957870077	3.24782693597451	0.0715201097222635	0.623119955772222
DEFA4	0.684082300056895	4.78842492950629	3.24750071992543	0.0715343464670597	0.623119955772222
DENND3	-0.423018155173852	5.59317461103889	3.24319671848574	0.0717224666986098	0.62317991162664
COX7A2L	0.3878171353883	5.87454365239534	3.23929170972276	0.0718936065530501	0.62317991162664
PSKH1	1.0776253159159	3.95551067809751	3.23723188418679	0.0719840562262912	0.62317991162664
ERI1	0.962164232031314	4.10870552530468	3.234989091278	0.072082678996555	0.62317991162664
IMP4	0.877122631421787	4.30100983985163	3.23393138851704	0.0721292398284587	0.62317991162664
TPTEP2-CSNK1E	-0.517763202338782	5.20447528748871	3.23302821406485	0.0721690237384616	0.62317991162664
MED4	0.406797876677197	5.75957349482948	3.23215658308804	0.0722074405017833	0.62317991162664
CAPZB	0.217759407071595	7.79888727643646	3.23215017971272	0.0722077228089414	0.62317991162664
S100P	0.296950701907013	6.63864729844167	3.23080884570144	0.0722668846238721	0.62317991162664
DIAPH2	-0.360829270381671	5.94396554540646	3.22947880897465	0.0723255994791128	0.62317991162664
KCTD13	1.01589033699434	4.06427741756454	3.22927651564141	0.0723345342577387	0.62317991162664
NAA50	-0.418871719777409	5.58847314803935	3.2292354859457	0.0723363465787306	0.62317991162664
ZNF569	-0.950606266378444	4.01281696233862	3.22878302486554	0.0723563354479467	0.62317991162664
GAPDH	0.211531115298968	7.97184350885323	3.2268004245305	0.0724439928264956	0.62339467073813
AC100810.1	0.352604344348467	6.16493212154218	3.2214153174183	0.0726826616890886	0.624907417411636
PKIA	0.656703731330535	4.70923459822151	3.21784259456316	0.0728414706651432	0.624992894423745
CCDC18	0.387412035207461	5.83845066278768	3.21709917775768	0.0728745626028396	0.624992894423745
RAB12	-0.695336430099702	4.60097563618437	3.21694894087287	0.0728812521015314	0.624992894423745
HMOX2	0.444857625916727	5.48848075291264	3.20939336169737	0.0732185255240435	0.627343901020232
HAUS6	0.841375665571984	4.31873213922324	3.20795842252479	0.0732827687731977	0.627353521823266
ATAD2B	-0.401569933681833	5.63501803457214	3.20490481875674	0.0734196821924831	0.62767529571492
PCDH9-AS1	0.824661972535191	4.3283092394709	3.20365495154835	0.0734758012213706	0.62767529571492
CRTAP	0.568066422447352	4.95582670669585	3.20170450555789	0.0735634682228655	0.62767529571492
TREML2	0.956439702221872	4.17143808414942	3.20149332214826	0.0735729670497919	0.62767529571492
PDCD7	-0.854315461461623	4.32237443057504	3.19795953453532	0.0737321088866387	0.627761945416834
WDR33	0.467704719574283	5.3302108585071	3.19778806002866	0.0737398405231528	0.627761945416834
TNFAIP8	-0.260570376216932	6.92014727227393	3.19706154446332	0.0737726081343055	0.627761945416834
POLR2C	0.549995808472786	5.11103041333766	3.19341486066438	0.0739373186905007	0.628065573258045
BACH2	-0.25272341334426	7.0325828707222	3.19215036133338	0.0739945247444409	0.628065573258045
AC100778.3	0.516151090736799	5.2233180451091	3.19177889017945	0.0740113391582049	0.628065573258045
NDUFB10	0.388313824668174	5.86440461187495	3.19068101826082	0.0740610576374312	0.628065573258045
THBS1	0.834585326000891	4.35573648638889	3.18528066650177	0.0743061417593885	0.628971080765028
HEG1	-0.878928909717177	4.12661516697453	3.18423668696805	0.0743536210398771	0.628971080765028
HLA-DQB1	0.434531067774103	5.55055211672599	3.18414738645928	0.0743576838614455	0.628971080765028
KDM7A	-0.371818160345284	5.83812620736227	3.18257917134582	0.0744290703397156	0.629039566417035
POU2F2	0.383812370426383	5.80028355186737	3.17980261546888	0.0745556420774902	0.629475880491696
NRXN3	0.557015465826169	5.10145426533755	3.17789090821001	0.0746429232882926	0.629475880491696
CMIP	-0.324829043000394	6.16318247614693	3.17608882881765	0.0747252997976767	0.629475880491696
LINC00853	1.10264293213545	3.96726089670018	3.1758979382404	0.0747340314901098	0.629475880491696
PAPOLG	0.822726241677884	4.27950326359412	3.1731960483641	0.0748577385927709	0.629983966023328
RALGPS2	-0.379780811115224	5.75735381323349	3.17108461240011	0.0749545646301576	0.630265158933279
AGPAT2	0.67438961378314	4.67501579358859	3.16927285314222	0.0750377553714903	0.630431319219985
MBNL1	-0.172908933277923	9.12662268322258	3.1536300182829	0.0757601687429989	0.635963105689752
PTMAP5	0.598728567264186	4.86139542080021	3.15107842038285	0.0758787133030391	0.636029988228616
SMDT1	0.312528218724655	6.45297780017898	3.15064147183897	0.0758990334602317	0.636029988228616
TOMM6	0.338640258239395	6.16017145493608	3.14921717858853	0.0759653103962965	0.636029988228616
BBS9	-0.640181982873408	4.67641531277546	3.1453924929768	0.0761435933220886	0.636029988228616
KANTR	-0.785442159299495	4.37886569906989	3.14518631301636	0.0761532169112219	0.636029988228616
ANKS1B	0.438449311640626	5.58283895719982	3.14390427337044	0.0762130863309034	0.636029988228616
ARHGDIB	0.179826316174776	8.95823645676609	3.14221951531556	0.0762918390789187	0.636029988228616
LUC7L2	0.779138411639236	4.43416738651198	3.13924983345766	0.0764308677394803	0.636029988228616
PCSK2	0.947970125330851	4.21190436056053	3.13909840504325	0.0764379643095994	0.636029988228616
EZH2	0.958340048360773	4.09814526594332	3.13857203432617	0.0764626377596507	0.636029988228616
PUF60	0.49563349316863	5.29764789946419	3.13837100548335	0.0764720631787097	0.636029988228616
MRPS24	0.656644779913991	4.79791888730374	3.13527126028892	0.0766175557990296	0.636571218594221
CEP57	0.497865538062184	5.14489537790934	3.13425687071683	0.0766652327857212	0.636571218594221
DUT	0.410311792278668	5.69879351275051	3.13131145886834	0.0768038500222241	0.637189870927283
PRRC2B	-0.53698379515627	4.94418075249621	3.12984039104456	0.0768731824598673	0.637233161358317
LMO2	0.579305930805931	4.91628365435372	3.1273527608349	0.0769905793988186	0.637674473870715
KIAA0319L	-0.402574038551106	5.63495391486575	3.12474848941874	0.0771136875526526	0.63816231522549
GRIN2A	0.916265983847179	4.27383967854997	3.12241278217663	0.0772242803788853	0.638545859139551
AC012158.1	0.853656402666935	4.33988174857974	3.11772372234184	0.0774468169938907	0.639366841434621
MRPL45	0.887913665581335	4.25855334341941	3.1176099238464	0.0774522262890918	0.639366841434621
CELF1	-0.346485172143938	5.96268495482112	3.11265706207081	0.077688049856497	0.640781350642094
AC016739.1	0.369856431366493	5.97492422458325	3.1088291101577	0.0778708417763898	0.641756464689501
MS4A3	0.965535529881374	4.12314087796744	3.10459677902381	0.0780734825432094	0.642838889860692
CD2	0.326643434367497	6.23670700154929	3.103386370644	0.0781315402909464	0.642838889860692
NME2	0.434903012141322	5.52655407421933	3.10025317723462	0.0782820411994915	0.643544423061825
STK38	-0.293689430182856	6.440107060115	3.09391176652112	0.0785876027057673	0.643705256839589
AL009174.1	0.819137440001258	4.29731592756402	3.0924703722179	0.0786572354051148	0.643705256839589
TMEM156	0.667406613800666	4.66218959736905	3.09217188562867	0.0786716633747019	0.643705256839589
CHRM3	0.867837468159098	4.21806886507295	3.09167164088295	0.0786958501348484	0.643705256839589
BMX	0.989014137234622	4.11066410341224	3.09160100737155	0.0786992658998606	0.643705256839589
DNAJB2	0.542382737958819	5.03404022834575	3.09147682517523	0.0787052716120939	0.643705256839589
LSAMP	0.504807600544284	5.27319159255271	3.0892351311115	0.0788137695643056	0.643705256839589
DCAF12	0.239807672021579	7.29953308096541	3.08753596183579	0.0788961166424659	0.643705256839589
AP005329.1	0.311710893211272	6.43085973503744	3.08667204530275	0.0789380202794623	0.643705256839589
SSB	0.377347390544931	5.8326377232165	3.08565021633151	0.0789876142887975	0.643705256839589
NCKAP1L	0.375320699339513	5.841920415028	3.08378323873014	0.0790783139020834	0.643705256839589
SNX20	0.510967030803335	5.14314735284085	3.08377339341729	0.0790787924943292	0.643705256839589
FAM19A5	-0.991627563048018	3.98918283399515	3.07277704536273	0.0796152909900223	0.647207921483861
NOC2L	0.828988501905755	4.29520298492818	3.07228622626672	0.0796393287025619	0.647207921483861
DDX39B	0.462057857843432	5.37320492852384	3.06853145076582	0.0798234766220068	0.647589428855678
NCAM2	0.654491439431936	4.74103579438294	3.06718386693537	0.0798896789098469	0.647589428855678
ITPR1	-0.406413271265332	5.62124483239863	3.06637711502363	0.0799293402475045	0.647589428855678
SCARNA21	-0.807258632442854	4.28403316544926	3.06602008983264	0.0799468990045193	0.647589428855678
AL355816.2	-0.835485933202853	4.33310656675028	3.06283560474157	0.0801036983221128	0.647990347284514
MIR1244-2	0.83036508959191	4.36805622651254	3.0623672556303	0.0801267870824699	0.647990347284514
IRF2BP2	0.513325107477463	5.13435722676309	3.06038657624886	0.0802245103241092	0.647993515792271
LRRC47	0.81388910828341	4.38573821680843	3.05971704252899	0.080257572989263	0.647993515792271
ARHGAP26	-0.202945931321319	7.91211816791773	3.05705135555692	0.0803893546859502	0.64853067875297
COX5A	0.423698047435699	5.58572485587372	3.05364924946063	0.0805578811651397	0.649035222734411
SORT1	-0.577190243513915	4.84497022908252	3.05045638931785	0.080716388984155	0.649035222734411
RBBP8	0.818855059277383	4.32878463927302	3.04961738135035	0.0807580968550764	0.649035222734411
AC136475.1	0.363116771045771	6.05176420659399	3.04943708407878	0.0807670626342969	0.649035222734411
SNORD13	0.569600748879977	4.96784900427477	3.04920901924909	0.0807784053247275	0.649035222734411
AC020978.7	-0.806680191103842	4.26524787871565	3.04320637379153	0.0810775623611288	0.650576909320372
R3HCC1L	-0.535953541842053	4.92581841050465	3.04182746694527	0.0811464523060713	0.650576909320372
MDN1	-0.812654004780326	4.26707382734644	3.03985072312971	0.0812453202330066	0.650576909320372
GTF2F1	0.848157700432001	4.35061082329806	3.03935059542731	0.0812703549849203	0.650576909320372
CRBN	0.346481199828874	6.07736646559513	3.0374743127936	0.0813643497317842	0.650576909320372
NUDC	0.45585252456182	5.38928621878947	3.03721406865289	0.0813773962486469	0.650576909320372
SAMD9	0.298937170489466	6.42938131560894	3.03619548837823	0.0814284812551105	0.650576909320372
CUX1	-0.344217075747244	6.01007978908117	3.03311243882915	0.0815833168449891	0.651190198752832
KMT2D	0.851347299940651	4.22712269827683	3.03205929636713	0.0816362800730484	0.651190198752832
CPTP	0.997933112616544	4.05217744595031	3.03013738531196	0.08173302989619	0.651439121201469
NUTF2	0.418107926354593	5.6972035192382	3.02728911538381	0.0818766406372031	0.651542500039469
HMGB1	0.231789277754587	7.35930226043692	3.02544954676582	0.081969537021852	0.651542500039469
HSPA4	0.500201216367102	5.17530595341023	3.02405301117198	0.0820401366309929	0.651542500039469
PPP4R3A	0.412667130603702	5.60808128978842	3.02368453986478	0.0820587750444417	0.651542500039469
IL10RB	0.345275298837505	6.02605707377894	3.02338814337685	0.0820737710080909	0.651542500039469
TIMM23	0.61559579390698	4.74990704962355	3.01799307206003	0.0823472482468863	0.65319177998867
RPL23	0.178385139712892	8.8987951488425	3.01596656940055	0.0824502260555945	0.653487078761207
